api_id,capability_1,capability_2,capability_3
flight_data_v2_the_prices_for_the_alternative_directions,cities,directions,prices
flight_data_v2_non_stop_tickets,date,route,filters
flight_data_v2_the_popular_directions_from_a_city,city,specified,directions
flight_data_v2_airline_data_in_json_format,list,json,format
flight_data_v2_the_calendar_of_prices_for_a_month,number,day,calendar
flight_data_v2_airplane_data_in_json_format,list,json,format
flight_data_v2_popular_airline_routes,flights,airline,routes
flight_data_v2_city_data_in_json_format,list,json,city
flight_data_v2_tickets_for_each_day_of_month,day,route,flights
flight_data_v2_alliance_data_in_json_format,list,json,format
flight_data_v2_special_offers,format,xml,airline
flight_data_v2_the_prices_for_the_airline_tickets,list,used,users
flight_data_v2_airport_data_in_json_format,list,json,format
flight_data_v2_the_calendar_of_prices_for_a_week,calendar,prices,nearest
flight_data_v2_cheapest_tickets,date,query,specified
flight_data_v2_data_of_countries_in_json_format,list,json,format
flight_data_v2_cheapest_tickets_grouped_by_month,route,month,tickets
flight_data_v2_data_on_the_routes_in_json_format,list,json,format
flight_fare_search_flight_search_v2,endpoint,search,used
flight_fare_search_airport_arrivals,endpoint,given,date
flight_fare_search_airport_departues,endpoint,airport,departues
flight_fare_search_airport_search,endpoint,search,airport
flight_fastest_booking_appcontroller_flightspricing,appcontroller,flightspricing,
flight_flight_aggregator_flight,flight,travel,airline
flight_info_api_status,number,parameter,parameters
flight_info_api_schedules,number,parameter,parameters
flight_integration_flight_integration,flight,travel,airline
flight_integration_flight,flight,travel,airline
flight_v2_flight_api,search,flight,product
flightera_flight_data_flightsearch,list,search,number
flightera_flight_data_airlinesearch,list,search,country
flightera_flight_data_aircraftsearch,list,search,country
flightera_flight_data_airportsearch,list,search,country
flightera_flight_data_airportinfo,list,provided,airport
flightera_flight_data_airlineaircrafts,list,search,given
flightera_flight_data_flightstatistics,number,query,flight
flightera_flight_data_airlinestatistics,list,current,provided
flightera_flight_data_flightinfo,current,date,specified
flightera_flight_data_airportmetar,given,specified,airport
flightera_flight_data_airportdelaydailystatistics,specific,date,provided
flightera_flight_data_airportflights,list,time,date
flightera_flight_data_aircraftinfo,detailed,aircraft,active
flightera_flight_data_airlineflights,list,time,given
flightera_flight_data_airlineinfo,list,provided,multiple
flightera_flight_data_airportstatistics,list,current,provided
flighthive_explore_the_skies_get_aircraft_types,aircraft,types,
flighthive_explore_the_skies_get_all_airplanes,airplanes,,
flighthive_explore_the_skies_get_all_airlines,airlines,,
flighthive_explore_the_skies_get_all_countries,countries,,
flighthive_explore_the_skies_get_the_latest_flight_data,flight,latest,
flighthive_explore_the_skies_get_cities,cities,,
flightslogic_flight_flightslogic_flight_api,new,flight,travel
flightslogic_s_flight_booking_flight_booking_software_https_flightslogic_com_about_php,https,com,flight
flixbus_stations,list,stations,
flixbus_search_trips,search,parameters,city
flixbus_cities,list,cities,
flixbus_schedule,list,schedule,
flixbus_trip_details,details,trip,uid
flixbus_v2_search_trips,search,cities,stations
flixbus_v2_get_timetable,given,date,station
flixbus_v2_autocomplete,search,stations,autocomplete
flysolution_airport_code_api,airport,testing,developer
funtrip_ttt,ttt,,
gas_price_europeancountries,current,countries,prices
gas_price_allusaprice,current,states,prices
gas_price_canada,gas,prices,brings
gas_price_stateusaprice,state,gas,states
gas_price_usacitieslist,list,cities,price
get_52_in_kicks_test,test,,
get_ticket_information_manage_booking,booking,manage,
great_circle_math_api_get_distance_by_city_state_country_in_km,country,city,distance
great_circle_math_api_get_distance_by_city_state_country,country,city,distance
great_circle_math_api_get_distance,distance,circle,miles
great_circle_math_api_get_distance_in_km,distance,circle,kilometers
holiplus_cars_request,list,request,available
hotel_collection_get_specific_hotel_by_slug,specific,hotel,slug
hotel_collection_get_all_the_hotels,endpoint,available,hotels
hotels_properties_v2_list,list,properties,filters
hotels_reviews_list_deprecated,list,specific,reviews
hotels_reviews_v2_list_deprecated,list,specific,reviews
hotels_properties_get_details_deprecated,details,available,properties
hotels_properties_list_deprecated,list,properties,filters
hotels_get_meta_data_deprecated,deprecated,meta,locale
hotels_locations_v2_search_deprecated,search,locations,deprecated
hotels_properties_get_hotel_photos_deprecated,available,hotel,properties
hotels_properties_get_hotel_photos_deprecated-2,available,hotel,properties
hotels_properties_v2_get_summary,properties,property,summary
hotels_properties_v2_get_offers,properties,property,offers
hotels_properties_v2_detail,properties,detailed,property
hotels_properties_v2_get_content,description,properties,property
hotels_properties_v2_resolve_url,endpoint,com,link
hotels_reviews_v3_get_summary,reviews,property,score
hotels_reviews_v3_list,list,reviews,property
hotels_v2_get_meta_data,meta,locale,
hotels_locations_search_deprecated,search,locations,deprecated
hotels_locations_v3_search,search,locations,related
hotels_properties_v2_list-2,list,properties,filters
hotels_properties_v2_get_summary-2,properties,property,summary
hotels_properties_v2_get_offers-2,properties,property,offers
hotels_properties_v2_detail-2,properties,detailed,property
hotels_properties_v2_get_content-2,description,properties,property
hotels_reviews_v3_get_summary-2,reviews,property,score
hotels_reviews_v3_list-2,list,reviews,property
hotels_com_free_suggest,suggestions,suggest,
hotels_com_provider_hotel_details,details,hotel,
hotels_com_provider_hotel_info,hotel,info,
hotels_com_provider_regions_search,search,city,locations
hotels_com_provider_hotel_slug_convert,https,com,hotel
hotels_com_provider_domains_list,list,available,currencies
hotels_com_provider_hotels_search,list,search,number
hotels_com_provider_hotel_rooms_offers,available,hotel,offers
hotels_com_provider_reviews_scores,hotel,reviews,score
hotels_com_provider_reviews_list,list,hotel,reviews
hotels_com_provider_reviews_summary,hotel,reviews,summary
hotels_com_provider_hotel_summary,hotel,summary,
iata_airport_codes_get_all_iata_airport_codes,airport,codes,iata
iatacodes_airports_database_api,airport,airports,products
iatacodes_airlines_database_api,travel,database,airline
iatacodes_cities_database_api,create,city,cities
iatacodes_live_flight_schedules_api,current,status,flight
iatacodes_flight_information_api,number,flight,single
iatacodes_name_suggestion_api,travel,destination,autocomplete
iatacodes_nearby_airports_api,available,airport,airports
iatacodes_fleets_database_api,aircraft,database,global
iatacodes_routes_database_api,parameters,query,required
iatacodes_real_time_flight_tracking_api,time,using,flight
indian_railway_pnr_status_pnr_status,number,json,details
irail_departures,departures,trains,belgium
irail_stations_list,list,stations,
irctc_checkseatavailability,checkseatavailability,,
irctc_get_live_station,live,station,
irctc_gettrainclasses,gettrainclasses,,
irctc_get_pnr_status_v3,status,pnr,
irctc_searchstation,searchstation,,
irctc_searchtrain,searchtrain,,
irctc_get_train_live_status,current,status,day
irctc_trainsbetweenstations_v3,trainsbetweenstations,,
irctc_get_train_schedule,train,schedule,
irctc_get_fare,fare,,
irctc_get_trains_by_station,station,trains,
irctc_trainsbetweenstations,trainsbetweenstations,,
irctc_checkpnrstatus,checkpnrstatus,,
irctc_getfare,getfare,,
kayak_flights_results,results,source,website
live_traffic_images_get_traffic_image,endpoint,https,image
live_traffic_images_camera_key_list,list,https,key
madrid_barajas_airport_flights_departures,list,days,departures
madrid_barajas_airport_flights_arrivals,list,available,days
makcorps_hotel_price_comparison_auth,auth,,
multimodal_trip_planner_route_and_directions,provided,calculate,route
next_charging_station_charging_station_details,given,details,based
next_charging_station_next_charging_station,request,given,stations
next_parking_lot_parking_lot_details,given,details,based
next_parking_lot_parking_lot_collection,request,given,collection
nomad_list_cities_latin_america,value,example,cities
nomad_list_cities_north_america,value,example,cities
nomad_list_cities_middle_east,value,example,cities
nomad_list_cities_oceania,value,example,cities
nomad_list_cities_africa,value,example,cities
nomad_list_cities_asia,value,example,cities
nomad_list_cities_europe,value,example,cities
nomad_list_cities_all_citites,value,example,cities
online_travel_booking_solution_david_peeter,search,https,location
otrams_airline_reservation_system_work_flight_reservation_system,flight,travel,airline
pikme_pikemusa_com,com,pikemusa,
pnr_converter_convert_pnr,convert,pnr,converter
pnr_status_indian_railway_pnr_number,number,parameter,mandatory
popular_us_cities_api_get_by_id,,,
popular_us_cities_api_get_filter,filter,values,names
popular_us_cities_api_delete,request,delete,
popular_us_cities_api_patch,request,patch,
popular_us_cities_api_put_request,request,uscities,
popular_us_cities_api_post_request_for_us_cities,request,cities,post
popular_us_cities_api_get_request,request,,
popular_us_cities_api_post_request_for_us_cities-2,request,cities,post
priceline_com_car_rental_location,search,location,car
priceline_com_flights_round_trip,search,flights,trip
priceline_com_flights_one_way,search,flights,way
priceline_com_car_rental_prices,search,car,prices
priceline_com_hotel_city_search,search,city,hotel
priceline_com_hotel_city_nearby,search,city,hotel
priceline_com_hotel_list,list,city,hotel
priceline_com_hotel_details,details,hotel,
priceline_com_provider_auto_suggest,list,search,given
priceline_com_provider_search_results_v,endpoint,search,based
priceline_com_provider_search_hotels_locations_by_geolocation,search,locations,latitude
priceline_com_provider_download_cities,list,cities,hotel
priceline_com_provider_download_companies,list,download,downloads
priceline_com_provider_search_hotels_locations,search,locations,hotels
priceline_com_provider_search_express_results,endpoint,search,user
priceline_com_provider_download_airports,list,airports,download
priceline_com_provider_download_countries,list,countries,download
priceline_com_provider_hotel_details,details,hotel,reviews
priceline_com_provider_search_cars_locations,search,locations,cars
priceline_com_provider_search_flights_locations,search,locations,airports
priceline_com_provider_booking_details_of_the_hotel,details,date,available
priceline_com_provider_search_hotels,search,location,date
priceline_com_provider_download_filter_amenities,list,filter,download
priceline_com_provider_download_cities_clusters,list,cities,hotel
priceline_com_provider_hotel_details-2,details,specified,hotel
priceline_com_provider_search_car_rentals,search,location,locations
priceline_com_provider_search_flights,search,location,number
priceline_com_provider_search_round_trip,endpoint,search,flight
priceline_com_provider_download_airports-2,list,search,flight
priceline_com_provider_seat_map,endpoint,flights,gets
priceline_com_provider_auto_complete,endpoint,city,string
priceline_com_provider_contract,endpoint,city,provided
priceline_com_provider_search_return_flights,endpoint,search,given
priceline_com_provider_search_departures_one_way,endpoint,search,city
priceline_com_provider_search_results_request,endpoint,search,request
priceline_com_provider_download_cities-2,list,cities,download
priceline_com_provider_download_locations,list,locations,download
priceline_com_provider_search_flights-2,search,location,number
priceline_com_provider_download_airports-3,list,search,flight
priceline_com_provider_auto_complete-2,city,string,airport
priceline_com_provider_hotel_photos,list,hotel,photos
priceline_com_provider_search_express_multi_contract,endpoint,search,using
priceline_com_provider_download_property_types,list,property,types
priceline_com_provider_download_chains,list,hotel,download
priceline_com_provider_hotel_reviews,list,hotel,reviews
priceline_com_provider_download_areas,list,area,download
priceline_com_provider_download_states,list,states,download
priceline_com_provider_express_contract,user,hotel,group
priceline_com_provider_downalods_hotels,list,hotels,downalods
priceline_com_provider_download_amenities,list,download,downloads
railway_trains_india_search,search,number,train
railways_travel_mohd_hamza_copy,endpoint,number,status
railways_travel_mohd_hamza,endpoint,number,status
ranked_crime_cities_ranked_world_crime_cities,cities,world,crime
